node,peer,balance,soft_limit,hard_limit,tasks_provided,tasks_consumed
node-017,f8867c71e73ec6f8,-3.0,-5.0,-10.0,1,0
node-017,522cc8e0c61f6c6f,-3.0,-5.0,-10.0,1,0
node-017,8212a8eeacaf00c3,-3.0,-5.0,-10.0,1,0
node-017,e812b26637584884,-3.0,-5.0,-10.0,2,0
node-017,4e445c61e112ada8,-3.0,-5.0,-10.0,1,0
node-017,6ee2c05d6744e998,-3.0,-5.0,-10.0,1,0
node-017,1650f096b8654b77,-3.0,-5.0,-10.0,1,0
node-017,1e08c3ace493da37,-3.0,-5.0,-10.0,1,0
node-018,7533fd295e913ede,-3.0,-5.0,-10.0,1,0
node-018,2fdbd3ae6f47fddd,-3.0,-5.0,-10.0,2,0
node-018,e812b26637584884,-3.0,-5.0,-10.0,1,0
node-018,74dbc2e528b1da82,-3.0,-5.0,-10.0,1,0
node-018,fe37f5e8dcd5876e,-3.0,-5.0,-10.0,1,0
node-018,4591bb7ffcb5b204,-3.0,-5.0,-10.0,1,0
node-018,f7c6013148231abd,-3.0,-5.0,-10.0,1,0
node-018,4d74c6adec864b5e,-3.0,-5.0,-10.0,1,0
node-018,b91048ea420953cb,-3.0,-5.0,-10.0,1,0
node-018,558b23e024fa7adb,-3.0,-5.0,-10.0,1,0
node-018,8212a8eeacaf00c3,-3.0,-5.0,-10.0,1,0
node-019,1c714d38d3271647,-3.0,-5.0,-10.0,1,0
node-019,bf86e2eeb7557761,-3.0,-5.0,-10.0,1,0
node-019,4baa548f34978cce,-3.0,-5.0,-10.0,1,0
node-019,9d80ff4a49739bea,-3.0,-5.0,-10.0,1,0
node-019,f7c6013148231abd,-3.0,-5.0,-10.0,1,0
node-019,1d4b12e5c18b0f3b,-3.0,-5.0,-10.0,1,0
node-019,f8867c71e73ec6f8,-3.0,-5.0,-10.0,1,0
node-019,6778290207cf0555,-3.0,-5.0,-10.0,1,0
node-019,f6d7d6fddace7c85,-3.0,-5.0,-10.0,1,0
node-019,daf87e2738e92799,-3.0,-5.0,-10.0,1,0
node-019,cce24f8843091c47,-3.0,-5.0,-10.0,1,0
node-019,6c1e2254082fa681,-3.0,-5.0,-10.0,1,0
node-019,d88d3ebcae115e7f,-3.0,-5.0,-10.0,1,0
node-020,749f04399ef1cfe3,-3.0,-5.0,-10.0,1,0
node-020,3c1cab962f5c293f,-3.0,-5.0,-10.0,1,0
node-020,1efd4344e76c9d7c,-3.0,-5.0,-10.0,1,0
node-020,671922c09c3210c4,-3.0,-5.0,-10.0,1,0
node-020,d49f61d96008e225,-3.0,-5.0,-10.0,1,0
node-020,b9384778def007c1,-3.0,-5.0,-10.0,2,0
node-020,655d67d4612fe400,-3.0,-5.0,-10.0,1,0
node-020,43ea676ec86d5b3b,-3.0,-5.0,-10.0,1,0
node-020,f6d7d6fddace7c85,-3.0,-5.0,-10.0,1,0
node-021,fc203c48aa5e7c79,-3.0,-5.0,-10.0,1,0
node-021,9d80ff4a49739bea,-3.0,-5.0,-10.0,1,0
node-021,daf87e2738e92799,-3.0,-5.0,-10.0,1,0
node-021,763a2a9a020ee928,-3.0,-5.0,-10.0,1,0
node-021,5fbced3c7a6082c4,-3.0,-5.0,-10.0,1,0
node-021,5d87373ef164d578,-3.0,-5.0,-10.0,1,0
node-021,5f7e49ee2e303e5c,-3.0,-5.0,-10.0,1,0
node-021,43e640d5d8c8371e,-3.0,-5.0,-10.0,1,0
node-021,d751e031c1fafccd,-3.0,-5.0,-10.0,1,0
node-021,108fa0588849faa0,-3.0,-5.0,-10.0,1,0
node-021,e12db90e0892ee81,-3.0,-5.0,-10.0,1,0
node-021,c253903e7c896bab,-3.0,-5.0,-10.0,1,0
node-021,1650f096b8654b77,-3.0,-5.0,-10.0,1,0
node-021,b4467d9e8b197957,-3.0,-5.0,-10.0,1,0
node-021,2bc5e23d76ebded2,-3.0,-5.0,-10.0,1,0
node-022,74dbc2e528b1da82,-3.0,-5.0,-10.0,1,0
node-022,4e445c61e112ada8,-3.0,-5.0,-10.0,1,0
node-022,2bc5e23d76ebded2,-3.0,-5.0,-10.0,1,0
node-022,4591bb7ffcb5b204,-3.0,-5.0,-10.0,1,0
node-022,4d74c6adec864b5e,-3.0,-5.0,-10.0,1,0
node-022,3cffa68d82432326,-3.0,-5.0,-10.0,1,0
node-022,f6d7d6fddace7c85,-3.0,-5.0,-10.0,1,0
node-022,d751e031c1fafccd,-3.0,-5.0,-10.0,1,0
node-022,194d8af0b87ac674,-3.0,-5.0,-10.0,1,0
node-022,aded46021a982a74,-3.0,-5.0,-10.0,1,0
node-022,43e640d5d8c8371e,-3.0,-5.0,-10.0,1,0
node-023,74b8257e0d3f9848,-3.0,-5.0,-10.0,1,0
node-023,d9b88d37f065d513,-3.0,-5.0,-10.0,1,0
node-023,86dd76325ec902cb,-3.0,-5.0,-10.0,1,0
node-023,ca16445d5143a0e7,-3.0,-5.0,-10.0,1,0
node-023,4e445c61e112ada8,-3.0,-5.0,-10.0,1,0
node-023,b9447b163e416363,-3.0,-5.0,-10.0,1,0
node-023,eb6cb6923a10308f,-3.0,-5.0,-10.0,1,0
node-023,f7c6013148231abd,-3.0,-5.0,-10.0,1,0
node-023,d751e031c1fafccd,-3.0,-5.0,-10.0,1,0
node-024,c683ce679a0c0008,-3.0,-5.0,-10.0,1,0
node-024,3c1cab962f5c293f,-3.0,-5.0,-10.0,1,0
node-024,f005a98b0571796f,-3.0,-5.0,-10.0,1,0
node-024,b9447b163e416363,-3.0,-5.0,-10.0,1,0
node-024,adf14ba4f093b267,-3.0,-5.0,-10.0,1,0
node-024,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-024,aded46021a982a74,-3.0,-5.0,-10.0,1,0
node-024,ca16445d5143a0e7,-3.0,-5.0,-10.0,1,0
node-024,1c906021254af5d9,-3.0,-5.0,-10.0,3,1
node-024,1e08c3ace493da37,-3.0,-5.0,-10.0,1,0
node-024,5ca3739a0a19108a,-3.0,-5.0,-10.0,1,0
node-024,ec1d6d3b6772d556,-3.0,-5.0,-10.0,1,0
node-024,74dbc2e528b1da82,-3.0,-5.0,-10.0,1,0
node-024,f7c6013148231abd,-3.0,-5.0,-10.0,1,0
node-024,b9384778def007c1,-3.0,-5.0,-10.0,2,0
node-024,e86436dd65605667,-3.0,-5.0,-10.0,1,0
node-024,ebbe4c4be9677192,-3.0,-5.0,-10.0,1,0
node-025,7533fd295e913ede,-3.0,-5.0,-10.0,1,0
node-025,2f832e595f717433,1.0,-5.0,-10.0,0,1
node-025,cdfedf9ced9f9d92,-3.0,-5.0,-10.0,1,0
node-025,5fbced3c7a6082c4,-3.0,-5.0,-10.0,1,0
node-025,b9384778def007c1,-3.0,-5.0,-10.0,3,1
node-025,74b8257e0d3f9848,-3.0,-5.0,-10.0,1,0
node-025,2fdbd3ae6f47fddd,-3.0,-5.0,-10.0,1,0
node-025,4591bb7ffcb5b204,-3.0,-5.0,-10.0,2,0
node-025,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-025,655d67d4612fe400,-3.0,-5.0,-10.0,2,0
node-025,1efd4344e76c9d7c,-3.0,-5.0,-10.0,1,0
node-025,86dd76325ec902cb,-3.0,-5.0,-10.0,1,0
node-025,dd93aaec476be93b,-3.0,-5.0,-10.0,1,0
node-025,ef8d62beaa0a399a,-3.0,-5.0,-10.0,1,0
node-026,ebbe4c4be9677192,-3.0,-5.0,-10.0,1,0
node-026,fe37f5e8dcd5876e,-3.0,-5.0,-10.0,1,0
node-026,b190a817b3734bed,-3.0,-5.0,-10.0,1,0
node-026,43ea676ec86d5b3b,-3.0,-5.0,-10.0,1,0
node-026,5fbced3c7a6082c4,-3.0,-5.0,-10.0,1,0
node-026,2bc5e23d76ebded2,-3.0,-5.0,-10.0,1,0
node-026,194d8af0b87ac674,-3.0,-5.0,-10.0,1,0
node-026,fb10c999ac2d0b64,-3.0,-5.0,-10.0,1,0
node-026,4591bb7ffcb5b204,-3.0,-5.0,-10.0,1,0
node-027,8a9bef89eaa11fef,-3.0,-5.0,-10.0,1,0
node-027,3e7dcf7fbf230b04,-3.0,-5.0,-10.0,1,0
node-027,2f832e595f717433,1.0,-5.0,-10.0,0,1
node-027,a5eb3191de6ffa6b,-3.0,-5.0,-10.0,1,0
node-027,749f04399ef1cfe3,-3.0,-5.0,-10.0,1,0
node-027,0a0127d893f7ad41,-3.0,-5.0,-10.0,1,0
node-027,c605d441159f04bc,-3.0,-5.0,-10.0,2,0
node-027,386d63498dff7184,-3.0,-5.0,-10.0,1,0
node-027,108fa0588849faa0,-3.0,-5.0,-10.0,1,0
node-027,f005a98b0571796f,-3.0,-5.0,-10.0,1,0
node-027,f7c6013148231abd,-3.0,-5.0,-10.0,1,0
node-027,1650f096b8654b77,-3.0,-5.0,-10.0,1,0
node-027,70f79dd53ddd5599,-3.0,-5.0,-10.0,1,0
node-027,5fbced3c7a6082c4,-3.0,-5.0,-10.0,1,0
node-028,1650f096b8654b77,-3.0,-5.0,-10.0,1,0
node-028,b4467d9e8b197957,-3.0,-5.0,-10.0,1,0
node-028,5ca3739a0a19108a,-3.0,-5.0,-10.0,2,0
node-028,6ee2c05d6744e998,-3.0,-5.0,-10.0,1,0
node-028,b9447b163e416363,-3.0,-5.0,-10.0,1,0
node-028,749f04399ef1cfe3,-3.0,-5.0,-10.0,1,0
node-028,e76f7cbead3e062b,-3.0,-5.0,-10.0,1,0
node-028,bfb50ce39fe6fb5f,-3.0,-5.0,-10.0,1,0
node-028,3cffa68d82432326,-3.0,-5.0,-10.0,1,0
node-029,cce24f8843091c47,-3.0,-5.0,-10.0,1,0
node-029,fe37f5e8dcd5876e,-3.0,-5.0,-10.0,1,0
node-029,5d87373ef164d578,-3.0,-5.0,-10.0,1,0
node-029,2fdbd3ae6f47fddd,-3.0,-5.0,-10.0,1,0
node-029,6750db8116c9e2c6,-3.0,-5.0,-10.0,1,0
node-029,70dc62811cc7be90,-3.0,-5.0,-10.0,1,0
node-029,5f7e49ee2e303e5c,-3.0,-5.0,-10.0,1,0
node-029,2bc5e23d76ebded2,-3.0,-5.0,-10.0,1,0
node-029,5beda33fc0b7633a,-3.0,-5.0,-10.0,1,0
node-030,3cffa68d82432326,-3.0,-5.0,-10.0,1,0
node-030,adf14ba4f093b267,-3.0,-5.0,-10.0,1,0
node-030,6c1e2254082fa681,-3.0,-5.0,-10.0,1,0
node-030,671922c09c3210c4,-3.0,-5.0,-10.0,2,0
node-030,d49f61d96008e225,-3.0,-5.0,-10.0,1,0
node-030,5ca3739a0a19108a,-3.0,-5.0,-10.0,1,0
node-030,dd93aaec476be93b,-3.0,-5.0,-10.0,1,0
node-030,4e445c61e112ada8,-3.0,-5.0,-10.0,1,0
node-031,b9447b163e416363,-3.0,-5.0,-10.0,2,0
node-031,949f6f8d77cd11db,-3.0,-5.0,-10.0,1,0
node-031,74e977ac7d8aee99,-3.0,-5.0,-10.0,1,0
node-031,aded46021a982a74,-3.0,-5.0,-10.0,2,0
node-031,2bc5e23d76ebded2,-3.0,-5.0,-10.0,1,0
node-031,c605d441159f04bc,-3.0,-5.0,-10.0,1,0
node-032,e7399f9513335348,3.0,-5.0,-10.0,0,1
node-032,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-032,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-032,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-033,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-033,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-034,43ea76e1569028b6,1.0,-5.0,-10.0,0,1
node-034,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-035,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-035,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-037,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-037,2a00a7eb91672776,3.0,-5.0,-10.0,0,1
node-037,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-037,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-037,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-038,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-038,cc03fe76616bfd63,6.0,-5.0,-10.0,0,2
node-038,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-038,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-038,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-039,d31186ab70b4a0a9,3.0,-5.0,-10.0,1,1
node-039,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-039,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-039,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-040,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-040,cc03fe76616bfd63,6.0,-5.0,-10.0,0,2
node-040,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-041,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-041,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-042,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-042,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-042,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-042,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-043,6daccaa45d717157,3.0,-5.0,-10.0,0,1
node-043,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-043,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-044,2beed281dee10ed9,3.0,-5.0,-10.0,0,1
node-044,9ccb4ddc87bc498b,3.0,-5.0,-10.0,0,1
node-044,a46f9e6036ea097e,3.0,-5.0,-10.0,0,1
node-044,02bb8153ba0948c6,3.0,-5.0,-10.0,0,1
node-045,6f2b450986e3f928,3.0,-5.0,-10.0,0,1
node-045,11afeea9656178c1,3.0,-5.0,-10.0,0,1
node-045,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-045,9456c92dea548a3a,3.0,-5.0,-10.0,0,1
node-047,2beed281dee10ed9,3.0,-5.0,-10.0,0,1
node-047,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-047,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-047,e01c241d62b12694,3.0,-5.0,-10.0,0,1
node-048,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-049,5ccfd52862f94ecb,3.0,-5.0,-10.0,0,1
node-049,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-050,cc03fe76616bfd63,3.0,-5.0,-10.0,0,1
node-050,3524446b9d2b8be7,3.0,-5.0,-10.0,0,1
node-050,76fcbcccae1ac9e1,3.0,-5.0,-10.0,0,1
node-051,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-052,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-052,9fd7ccb3b5a34e1d,3.0,-5.0,-10.0,0,1
node-052,dae507fa28e4fdd5,3.0,-5.0,-10.0,0,1
node-053,e531937424818149,3.0,-5.0,-10.0,0,1
node-053,22b2196d8f285dd2,3.0,-5.0,-10.0,0,1
node-054,2beed281dee10ed9,3.0,-5.0,-10.0,0,1
node-054,85c96cbbc8e6ae2d,3.0,-5.0,-10.0,0,1
node-054,bcf513b59256531a,3.0,-5.0,-10.0,0,1
node-054,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-055,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-055,8a9bef89eaa11fef,1.0,-5.0,-10.0,0,1
node-056,2beed281dee10ed9,3.0,-5.0,-10.0,0,1
node-056,c0bd835ae866ba52,3.0,-5.0,-10.0,0,1
node-056,989957edbf46fbaa,3.0,-5.0,-10.0,0,1
node-057,6d95fdd806de8983,3.0,-5.0,-10.0,0,1
node-059,22b2196d8f285dd2,-1.0,-5.0,-10.0,3,0
node-059,85c96cbbc8e6ae2d,-1.0,-5.0,-10.0,2,0
node-060,1c906021254af5d9,-1.0,-5.0,-10.0,3,0
node-060,43ea676ec86d5b3b,-1.0,-5.0,-10.0,2,0
node-060,b4467d9e8b197957,-1.0,-5.0,-10.0,3,0
node-060,8235c01e288c02b3,-1.0,-5.0,-10.0,2,0
node-060,e7399f9513335348,-1.0,-5.0,-10.0,2,0
node-060,9456c92dea548a3a,-1.0,-5.0,-10.0,2,0
node-060,e9c6d9f8ecb9921b,-1.0,-5.0,-10.0,2,0
node-060,f6d7d6fddace7c85,-1.0,-5.0,-10.0,2,0
node-060,7f593ef1996e1b73,-1.0,-5.0,-10.0,2,0
node-060,6778290207cf0555,-1.0,-5.0,-10.0,2,0
node-061,cc03fe76616bfd63,2.0,-5.0,-10.0,4,1
node-061,749f04399ef1cfe3,-1.0,-5.0,-10.0,4,0
